procurement_id,agency,contract_title,country,renewal_date,estimated_value,incumbent,prime_pathwy_priority,days_to_renewal,action_required
PROC-00389,City of Atlanta — Department of Procurement,Fleet Maintenance & Vehicle Repair Services — City of Atlanta,US,2027-09-20,"$1,000,000–$2,500,000",Parsons Corporation,HIGH — Prepare in 30 Days,478,Monitor
PROC-01330,General Services Administration (GSA),Healthcare Facility Support Services — General Services Administration (GSA),US,2027-09-20,"$500,000–$1,000,000",Recall Holdings,CRITICAL — Bid Now,478,Monitor
PROC-01529,Toronto Transit Commission (TTC) — Procurement,Custodial Services Contract — Toronto Transit Commission (TTC),CA,2027-09-20,"$10,000,000–$25,000,000",CACI International,CRITICAL — Bid Now,478,Monitor
PROC-02036,Contra Costa County — Purchasing,Pest Control & Sanitation Services — Contra Costa County,US,2027-09-20,"$150,000–$300,000",AECOM Technology Corp.,WATCH — 90+ Days,478,Monitor
PROC-02686,City of Atlanta — Department of Procurement,Environmental Compliance & Remediation Services — City of Atlanta,US,2027-09-20,"$5,000,000–$10,000,000",Local Independent Vendor,MEDIUM — 60-Day Pipeline,478,Monitor
PROC-01285,City of Vallejo — Purchasing Division,Grounds Maintenance & Landscaping Services — City of Vallejo,US,2027-09-21,"$10,000,000–$25,000,000",SAIC (Science Applications International Corp.),WATCH — 90+ Days,479,Monitor
PROC-02543,Highways England (National Highways),Temporary Staffing & Workforce Solutions — Highways England (National Highways),UK,2027-09-21,"$1,000,000–$2,500,000",Booz Allen Hamilton,CRITICAL — Bid Now,479,Monitor
PROC-00028,California Department of Corrections (CDCR),Debris Removal & Waste Hauling Services — California Department of Corrections (CDCR),US,2027-09-22,"$150,000–$300,000",Xerox Corporation,HIGH — Prepare in 30 Days,480,Monitor
PROC-01101,City of Phoenix — Procurement Division,Debris Removal & Waste Hauling Services — City of Phoenix,US,2027-09-22,"$25,000,000+",Booz Allen Hamilton,MEDIUM — 60-Day Pipeline,480,Monitor
PROC-01240,Transport for London (TfL) — Procurement,Facilities Maintenance & Repair Services — Transport for London (TfL),UK,2027-09-22,"$25,000,000+",Leidos Holdings Inc.,CRITICAL — Bid Now,480,Monitor
PROC-01556,Highways England (National Highways),Environmental Compliance & Remediation Services — Highways England (National Highways),UK,2027-09-22,"$300,000–$500,000",Waste Management Inc.,CRITICAL — Bid Now,480,Monitor
PROC-01890,California Department of General Services (DGS),Pest Control & Sanitation Services — California Department of General Services (DGS),US,2027-09-22,"$10,000,000–$25,000,000",Local Independent Vendor,WATCH — 90+ Days,480,Monitor
PROC-02045,US Army Corps of Engineers,HVAC Maintenance & Mechanical Services — US Army Corps of Engineers,US,2027-09-22,"$300,000–$500,000",Adecco Group,CRITICAL — Bid Now,480,Monitor
PROC-01651,NASA — Procurement Division,AI & Process Automation Implementation Services — NASA,US,2027-09-23,"$25,000–$75,000",Pitney Bowes Inc.,MEDIUM — 60-Day Pipeline,481,Monitor
PROC-01669,Bay Area Rapid Transit (BART),Pest Control & Sanitation Services — Bay Area Rapid Transit (BART),US,2027-09-23,"$75,000–$150,000",Securitas Security Services USA,HIGH — Prepare in 30 Days,481,Monitor
PROC-01836,Department of Veterans Affairs (VA),Construction & Facility Renovation Services — Department of Veterans Affairs (VA),US,2027-09-23,"$25,000–$75,000",Jani-King International,HIGH — Prepare in 30 Days,481,Monitor
PROC-01976,City of Toronto — Purchasing and Materials Management,Uniformed Security Guard Services — City of Toronto,CA,2027-09-23,"$75,000–$150,000",Adecco Group,CRITICAL — Bid Now,481,Monitor
PROC-02307,Alameda County — GSA Purchasing,Transportation & Logistics Services — Alameda County,US,2027-09-23,"$25,000–$75,000",Allied Universal Security Services,MEDIUM — 60-Day Pipeline,481,Monitor
PROC-02935,Province of Ontario — Ontario Shared Services,Records Management & Document Digitization Services — Province of Ontario,CA,2027-09-23,"$500,000–$1,000,000",Jacobs Engineering Group,CRITICAL — Bid Now,481,Monitor
PROC-00116,US Army Corps of Engineers,Pest Control & Sanitation Services — US Army Corps of Engineers,US,2027-09-24,"$500,000–$1,000,000",Unknown/No Incumbent,WATCH — 90+ Days,482,Monitor
PROC-00938,Port of Oakland,Food Services & Catering Contract — Port of Oakland,US,2027-09-24,"$1,000,000–$2,500,000",Parsons Corporation,HIGH — Prepare in 30 Days,482,Monitor
PROC-02309,City of Seattle — Purchasing & Contracting,Custodial Services Contract — City of Seattle,US,2027-09-24,"$500,000–$1,000,000",Fluor Corporation,MEDIUM — 60-Day Pipeline,482,Monitor
PROC-02817,City of Houston — Office of Business Opportunities,AI & Process Automation Implementation Services — City of Houston,US,2027-09-24,"$500,000–$1,000,000",CACI International,WATCH — 90+ Days,482,Monitor
PROC-01087,City of Vancouver — Procurement Services,Professional Consulting Services — City of Vancouver,CA,2027-09-25,"$5,000,000–$10,000,000",Iron Mountain Inc.,HIGH — Prepare in 30 Days,483,Monitor
PROC-02588,San Francisco Municipal Transportation Agency (SFMTA),Electrical Maintenance & Repair Services — San Francisco Municipal Transportation Agency (SFMTA),US,2027-09-25,"$2,500,000–$5,000,000",Fluor Corporation,HIGH — Prepare in 30 Days,483,Monitor
PROC-00330,City of Calgary — Purchasing,Records Management & Document Digitization Services — City of Calgary,CA,2027-09-26,"$25,000,000+",ABM Industries Inc.,HIGH — Prepare in 30 Days,484,Monitor
PROC-00874,Social Security Administration (SSA),Public Works & Infrastructure Maintenance — Social Security Administration (SSA),US,2027-09-26,"$5,000,000–$10,000,000",Booz Allen Hamilton,HIGH — Prepare in 30 Days,484,Monitor
PROC-01155,City of Sydney — Procurement,Debris Removal & Waste Hauling Services — City of Sydney,AU,2027-09-26,"$300,000–$500,000",Securitas Security Services USA,CRITICAL — Bid Now,484,Monitor
PROC-02199,City of Seattle — Purchasing & Contracting,AI & Process Automation Implementation Services — City of Seattle,US,2027-09-26,"$25,000–$75,000",Leidos Holdings Inc.,WATCH — 90+ Days,484,Monitor
PROC-02411,California Department of General Services (DGS),Electrical Maintenance & Repair Services — California Department of General Services (DGS),US,2027-09-26,"$500,000–$1,000,000",Fluor Corporation,HIGH — Prepare in 30 Days,484,Monitor
PROC-00495,Department of Defense (DoD) — DIBBS,HVAC Maintenance & Mechanical Services — Department of Defense (DoD),US,2027-09-27,"$150,000–$300,000",Regional Service Provider,WATCH — 90+ Days,485,Monitor
PROC-01033,Greater Vancouver Transit Authority (TransLink),AI & Process Automation Implementation Services — Greater Vancouver Transit Authority (TransLink),CA,2027-09-27,"$25,000–$75,000",Coverall Holding Company,HIGH — Prepare in 30 Days,485,Monitor
PROC-01039,City of Fairfield — Purchasing,Pest Control & Sanitation Services — City of Fairfield,US,2027-09-27,"$150,000–$300,000",Jacobs Engineering Group,CRITICAL — Bid Now,485,Monitor
PROC-02023,AusTender — Australian Government Procurement,Electrical Maintenance & Repair Services — AusTender,AU,2027-09-27,"$2,500,000–$5,000,000",Sodexo USA,HIGH — Prepare in 30 Days,485,Monitor
PROC-02496,City of Melbourne — Procurement,Uniformed Security Guard Services — City of Melbourne,AU,2027-09-27,"$150,000–$300,000",Manpower Group,CRITICAL — Bid Now,485,Monitor
PROC-02681,Department of Homeland Security (DHS),Professional Consulting Services — Department of Homeland Security (DHS),US,2027-09-27,"$300,000–$500,000",Unknown/No Incumbent,CRITICAL — Bid Now,485,Monitor
PROC-02794,Department of Defense (DoD) — DIBBS,Debris Removal & Waste Hauling Services — Department of Defense (DoD),US,2027-09-27,"$5,000,000–$10,000,000",ManTech International,WATCH — 90+ Days,485,Monitor
PROC-00497,Greater Vancouver Transit Authority (TransLink),Grounds Maintenance & Landscaping Services — Greater Vancouver Transit Authority (TransLink),CA,2027-09-28,"$5,000,000–$10,000,000",Clean Harbors Inc.,CRITICAL — Bid Now,486,Monitor
PROC-00505,Province of British Columbia — BC Bid,Pest Control & Sanitation Services — Province of British Columbia,CA,2027-09-28,"$1,000,000–$2,500,000",Waste Management Inc.,WATCH — 90+ Days,486,Monitor
PROC-00869,City of Houston — Office of Business Opportunities,Transportation & Logistics Services — City of Houston,US,2027-09-28,"$10,000,000–$25,000,000",Recall Holdings,MEDIUM — 60-Day Pipeline,486,Monitor
PROC-01229,City of Toronto — Purchasing and Materials Management,Public Works & Infrastructure Maintenance — City of Toronto,CA,2027-09-28,"$25,000–$75,000",Sodexo USA,CRITICAL — Bid Now,486,Monitor
PROC-01867,City of Toronto — Purchasing and Materials Management,Transportation & Logistics Services — City of Toronto,CA,2027-09-28,"$500,000–$1,000,000",Parsons Corporation,MEDIUM — 60-Day Pipeline,486,Monitor
PROC-01987,California Department of Transportation (Caltrans),AI & Process Automation Implementation Services — California Department of Transportation (Caltrans),US,2027-09-28,"$25,000,000+",Jani-King International,WATCH — 90+ Days,486,Monitor
PROC-02284,Transport for London (TfL) — Procurement,Debris Removal & Waste Hauling Services — Transport for London (TfL),UK,2027-09-28,"$500,000–$1,000,000",Clean Harbors Inc.,WATCH — 90+ Days,486,Monitor
PROC-00839,Department of Defense (DoD) — DIBBS,Electrical Maintenance & Repair Services — Department of Defense (DoD),US,2027-09-29,"$10,000,000–$25,000,000",G4S Secure Solutions,HIGH — Prepare in 30 Days,487,Monitor
PROC-01820,University of California System (UC),HVAC Maintenance & Mechanical Services — University of California System (UC),US,2027-09-29,"$500,000–$1,000,000",Kforce Inc.,HIGH — Prepare in 30 Days,487,Monitor
PROC-02030,City of Calgary — Purchasing,AI & Process Automation Implementation Services — City of Calgary,CA,2027-09-29,"$500,000–$1,000,000",ABM Industries Inc.,HIGH — Prepare in 30 Days,487,Monitor
PROC-02139,Contra Costa County — Purchasing,Fleet Maintenance & Vehicle Repair Services — Contra Costa County,US,2027-09-29,"$150,000–$300,000",Republic Services Inc.,CRITICAL — Bid Now,487,Monitor
PROC-02254,City of Phoenix — Procurement Division,Construction & Facility Renovation Services — City of Phoenix,US,2027-09-29,"$1,000,000–$2,500,000",Adecco Group,WATCH — 90+ Days,487,Monitor
PROC-02336,Crown Commercial Service (CCS),Custodial Services Contract — Crown Commercial Service (CCS),UK,2027-09-29,"$5,000,000–$10,000,000",Allied Universal Security Services,CRITICAL — Bid Now,487,Monitor
PROC-02643,Department of Veterans Affairs (VA),Transportation & Logistics Services — Department of Veterans Affairs (VA),US,2027-09-29,"$75,000–$150,000",Stericycle Inc.,HIGH — Prepare in 30 Days,487,Monitor
PROC-00216,Toronto Transit Commission (TTC) — Procurement,Grounds Maintenance & Landscaping Services — Toronto Transit Commission (TTC),CA,2027-09-30,"$500,000–$1,000,000",Securitas Security Services USA,WATCH — 90+ Days,488,Monitor
PROC-01074,Greater Vancouver Transit Authority (TransLink),Debris Removal & Waste Hauling Services — Greater Vancouver Transit Authority (TransLink),CA,2027-09-30,"$2,500,000–$5,000,000",Xerox Corporation,CRITICAL — Bid Now,488,Monitor
PROC-02938,Toronto Transit Commission (TTC) — Procurement,Professional Consulting Services — Toronto Transit Commission (TTC),CA,2027-09-30,"$10,000,000–$25,000,000",Stericycle Inc.,CRITICAL — Bid Now,488,Monitor
PROC-00148,US Army Corps of Engineers,Custodial Services Contract — US Army Corps of Engineers,US,2027-10-01,"$25,000–$75,000",Leidos Holdings Inc.,WATCH — 90+ Days,489,Monitor
PROC-00206,City of Vancouver — Procurement Services,Fleet Maintenance & Vehicle Repair Services — City of Vancouver,CA,2027-10-01,"$5,000,000–$10,000,000",Jani-King International,HIGH — Prepare in 30 Days,489,Monitor
PROC-00264,Bay Area Rapid Transit (BART),HVAC Maintenance & Mechanical Services — Bay Area Rapid Transit (BART),US,2027-10-01,"$150,000–$300,000",Parsons Corporation,CRITICAL — Bid Now,489,Monitor
PROC-00337,San Francisco Municipal Transportation Agency (SFMTA),Environmental Compliance & Remediation Services — San Francisco Municipal Transportation Agency (SFMTA),US,2027-10-01,"$1,000,000–$2,500,000",Parsons Corporation,HIGH — Prepare in 30 Days,489,Monitor
PROC-01215,Victorian Government — Tenders VIC,Pest Control & Sanitation Services — Victorian Government,AU,2027-10-01,"$75,000–$150,000",G4S Secure Solutions,CRITICAL — Bid Now,489,Monitor
PROC-01612,Sacramento County — Purchasing Division,Environmental Compliance & Remediation Services — Sacramento County,US,2027-10-01,"$5,000,000–$10,000,000",G4S Secure Solutions,WATCH — 90+ Days,489,Monitor
PROC-01887,City of Houston — Office of Business Opportunities,Debris Removal & Waste Hauling Services — City of Houston,US,2027-10-01,"$1,000,000–$2,500,000",Coverall Holding Company,HIGH — Prepare in 30 Days,489,Monitor
PROC-02070,Bay Area Rapid Transit (BART),Debris Removal & Waste Hauling Services — Bay Area Rapid Transit (BART),US,2027-10-01,"$2,500,000–$5,000,000",Cintas Corporation,CRITICAL — Bid Now,489,Monitor
PROC-02573,Department of Transportation (DOT),AI & Process Automation Implementation Services — Department of Transportation (DOT),US,2027-10-01,"$5,000,000–$10,000,000",Jani-King International,HIGH — Prepare in 30 Days,489,Monitor
PROC-00380,Contra Costa County — Purchasing,IT Infrastructure & Managed Services Contract — Contra Costa County,US,2027-10-02,"$5,000,000–$10,000,000",Clean Harbors Inc.,CRITICAL — Bid Now,490,Monitor
PROC-01358,AusTender — Australian Government Procurement,Pest Control & Sanitation Services — AusTender,AU,2027-10-02,"$2,500,000–$5,000,000",Xerox Corporation,HIGH — Prepare in 30 Days,490,Monitor
PROC-01675,Birmingham City Council — Procurement,Facilities Maintenance & Repair Services — Birmingham City Council,UK,2027-10-02,"$2,500,000–$5,000,000",Unknown/No Incumbent,CRITICAL — Bid Now,490,Monitor
PROC-00396,London Borough of Southwark — Procurement,IT Infrastructure & Managed Services Contract — London Borough of Southwark,UK,2027-10-03,"$500,000–$1,000,000",Jacobs Engineering Group,CRITICAL — Bid Now,491,Monitor
PROC-02502,City of Vancouver — Procurement Services,AI & Process Automation Implementation Services — City of Vancouver,CA,2027-10-03,"$300,000–$500,000",SAIC (Science Applications International Corp.),WATCH — 90+ Days,491,Monitor
PROC-00733,Public Services and Procurement Canada (PSPC),Professional Consulting Services — Public Services and Procurement Canada (PSPC),CA,2027-10-04,"$25,000,000+",Local Independent Vendor,HIGH — Prepare in 30 Days,492,Monitor
PROC-00806,Miami-Dade County — Internal Services Department,HVAC Maintenance & Mechanical Services — Miami-Dade County,US,2027-10-04,"$75,000–$150,000",Leidos Holdings Inc.,MEDIUM — 60-Day Pipeline,492,Monitor
